,accuracy,epoch_x,fig,logs,losses,val_accuracy,val_losses
0,0.17167247340091776,1,Figure(432x288),"{'val_loss': 2.1434394490770896, 'val_acc': 0.19505094766096256, 'loss': 2.238224988891965, 'acc': 0.17167247340091776}",2.238224988891965,0.19505094766096256,2.1434394490770896
